Ticker,Sector,PE,Date,Max_Gain_5D,Max_Gain_10D,Max_DD_5D,RSI_Entry,Vol_Ratio_Entry
THYAO.IS,Industrials,4.679256,2021-12-24,2.84,21.12,-6.53,52.56,0.65
THYAO.IS,Industrials,4.679256,2022-05-30,3.19,3.19,-4.24,67.93,1.06
THYAO.IS,Industrials,4.679256,2022-10-03,11.46,27.37,0.71,42.36,0.62
THYAO.IS,Industrials,4.679256,2023-02-15,9.22,9.22,-3.0,20.71,0.0
ASELS.IS,Industrials,32.50106,2021-11-29,3.17,15.04,-6.77,83.37,1.23
ASELS.IS,Industrials,32.50106,2022-09-12,11.85,11.85,-11.23,69.01,1.48
ASELS.IS,Industrials,32.50106,2022-09-14,9.27,9.27,-12.12,63.71,2.24
ASELS.IS,Industrials,32.50106,2023-02-15,9.11,9.11,-7.47,28.4,0.0
ASELS.IS,Industrials,32.50106,2023-05-29,6.96,17.67,-2.08,59.52,1.83
EREGL.IS,Basic Materials,4.853896,2022-09-05,9.75,10.46,-1.23,50.0,0.85
EREGL.IS,Basic Materials,4.853896,2022-11-04,17.42,17.42,1.98,57.01,0.95
EREGL.IS,Basic Materials,4.853896,2022-11-07,6.77,6.77,-6.5,67.63,2.63
EREGL.IS,Basic Materials,4.853896,2023-02-15,29.6,29.6,1.21,33.66,0.0
KCHOL.IS,Industrials,7.3937774,2023-02-15,7.78,7.78,-3.43,29.77,0.0
KCHOL.IS,Industrials,7.3937774,2023-05-11,5.59,5.59,-19.25,67.24,2.15
KCHOL.IS,Industrials,7.3937774,2023-06-05,12.47,12.47,-1.92,36.89,1.18
KCHOL.IS,Industrials,7.3937774,2023-07-28,2.53,4.25,-4.69,69.42,1.03
SISE.IS,Industrials,4.613936,2021-12-07,13.22,28.29,-1.43,95.19,1.42
SISE.IS,Industrials,4.613936,2023-02-15,16.49,16.49,2.11,28.56,0.0
SISE.IS,Industrials,4.613936,2023-05-11,2.67,2.67,-10.25,23.82,1.57
SISE.IS,Industrials,4.613936,2025-05-12,0.96,0.96,-4.85,35.96,1.42
SISE.IS,Industrials,4.613936,2025-12-08,4.0,4.0,-4.91,69.64,0.95
SISE.IS,Industrials,4.613936,2026-01-29,8.13,8.13,-5.33,61.1,1.31
AKBNK.IS,Financial Services,5.214531,2021-11-15,9.9,9.9,-0.0,86.18,0.62
AKBNK.IS,Financial Services,5.214531,2022-09-02,24.94,46.89,-0.08,69.02,1.37
AKBNK.IS,Financial Services,5.214531,2022-09-12,9.31,9.31,-36.84,84.37,2.2
AKBNK.IS,Financial Services,5.214531,2022-10-03,5.8,19.66,-2.98,16.2,0.35
AKBNK.IS,Financial Services,5.214531,2022-10-17,8.75,8.75,-0.4,78.07,1.02
AKBNK.IS,Financial Services,5.214531,2023-02-15,7.67,10.64,-2.29,30.13,0.0
AKBNK.IS,Financial Services,5.214531,2023-05-11,6.87,6.87,-19.04,39.72,1.29
AKBNK.IS,Financial Services,5.214531,2023-05-30,11.91,15.88,-3.48,41.19,1.26
AKBNK.IS,Financial Services,5.214531,2023-08-09,8.59,8.59,-6.14,65.48,0.87
AKBNK.IS,Financial Services,5.214531,2023-08-24,2.89,9.66,-6.11,52.07,0.82
AKBNK.IS,Financial Services,5.214531,2024-01-08,9.45,9.45,-2.52,37.61,0.71
AKBNK.IS,Financial Services,5.214531,2025-06-30,5.79,5.79,-0.81,71.54,1.16
GARAN.IS,Financial Services,4.82565,2021-11-15,7.82,7.82,1.89,82.59,0.61
GARAN.IS,Financial Services,4.82565,2022-08-17,14.04,29.78,-5.8,85.22,1.84
GARAN.IS,Financial Services,4.82565,2022-08-23,19.32,19.32,-1.65,86.92,1.14
GARAN.IS,Financial Services,4.82565,2022-08-25,6.91,6.91,-13.98,89.29,1.62
GARAN.IS,Financial Services,4.82565,2022-09-09,20.86,20.86,-17.57,59.94,1.28
GARAN.IS,Financial Services,4.82565,2022-09-12,9.94,9.94,-31.86,68.0,0.66
GARAN.IS,Financial Services,4.82565,2022-10-03,5.43,12.73,-4.21,19.34,0.57
GARAN.IS,Financial Services,4.82565,2022-10-17,9.3,9.3,0.08,68.19,0.58
GARAN.IS,Financial Services,4.82565,2023-02-15,9.24,9.24,-2.76,26.77,0.0
GARAN.IS,Financial Services,4.82565,2023-03-08,3.97,3.97,-8.5,73.23,1.26
GARAN.IS,Financial Services,4.82565,2023-05-11,7.88,7.88,-19.87,52.47,1.05
GARAN.IS,Financial Services,4.82565,2023-05-30,7.09,12.95,-3.11,41.76,1.31
GARAN.IS,Financial Services,4.82565,2023-08-09,10.66,10.66,0.38,82.35,0.92
GARAN.IS,Financial Services,4.82565,2023-08-24,2.85,2.85,-7.9,60.63,0.91
GARAN.IS,Financial Services,4.82565,2025-06-30,6.59,6.96,-0.3,61.28,1.21
ISCTR.IS,Financial Services,3.5869565,2021-11-15,6.44,6.44,-2.72,89.08,1.04
ISCTR.IS,Financial Services,3.5869565,2022-08-17,26.51,26.51,-3.83,72.34,1.7
ISCTR.IS,Financial Services,3.5869565,2022-08-23,4.76,33.66,-10.37,80.18,1.19
ISCTR.IS,Financial Services,3.5869565,2022-09-02,40.72,52.6,-0.34,74.05,1.61
ISCTR.IS,Financial Services,3.5869565,2022-09-08,19.27,19.27,-19.01,81.03,1.09
ISCTR.IS,Financial Services,3.5869565,2022-09-09,8.44,8.44,-33.68,83.41,1.1
ISCTR.IS,Financial Services,3.5869565,2022-10-03,5.56,13.54,-3.51,11.95,0.41
ISCTR.IS,Financial Services,3.5869565,2022-10-17,9.9,9.9,-0.96,70.23,1.17
ISCTR.IS,Financial Services,3.5869565,2022-12-19,-0.22,-0.22,-8.27,72.6,0.33
ISCTR.IS,Financial Services,3.5869565,2023-02-15,9.07,13.18,1.53,27.68,0.0
ISCTR.IS,Financial Services,3.5869565,2023-03-06,16.82,16.82,-0.15,70.83,1.58
ISCTR.IS,Financial Services,3.5869565,2023-03-08,6.1,6.1,-3.57,76.53,2.77
ISCTR.IS,Financial Services,3.5869565,2023-05-08,27.33,27.33,-1.11,18.18,0.83
ISCTR.IS,Financial Services,3.5869565,2023-05-11,5.74,5.74,-23.69,59.27,2.74
ISCTR.IS,Financial Services,3.5869565,2025-06-30,7.57,13.78,0.0,63.37,1.39
YKBNK.IS,Financial Services,4.491043,2022-10-03,6.18,24.97,-2.32,23.59,0.48
YKBNK.IS,Financial Services,4.491043,2022-10-17,7.31,7.31,-4.84,84.17,1.05
YKBNK.IS,Financial Services,4.491043,2022-11-15,8.34,13.16,-5.0,54.66,0.57
YKBNK.IS,Financial Services,4.491043,2023-02-15,8.84,15.55,-0.11,28.85,0.0
YKBNK.IS,Financial Services,4.491043,2023-05-11,6.85,6.85,-21.6,53.73,1.56
YKBNK.IS,Financial Services,4.491043,2023-05-30,18.4,22.3,-3.31,44.79,0.86
YKBNK.IS,Financial Services,4.491043,2024-01-08,8.36,8.36,-1.09,32.25,0.88
YKBNK.IS,Financial Services,4.491043,2024-05-21,3.95,3.95,-9.8,65.78,0.98
YKBNK.IS,Financial Services,4.491043,2025-06-30,4.92,9.97,-0.69,60.34,1.35
BIMAS.IS,Consumer Defensive,13.19105,2023-02-15,6.06,6.06,-0.38,27.72,0.0
BIMAS.IS,Consumer Defensive,13.19105,2023-05-11,9.06,9.06,-18.86,45.81,1.27
BIMAS.IS,Consumer Defensive,13.19105,2023-08-09,9.32,9.32,-1.93,76.13,0.96
BIMAS.IS,Consumer Defensive,13.19105,2025-03-25,5.16,6.21,-2.91,22.72,2.31
TUPRS.IS,Energy,10.766635,2022-10-03,10.99,14.76,2.29,25.34,0.93
TUPRS.IS,Energy,10.766635,2023-02-15,10.65,10.65,1.93,34.72,0.0
TUPRS.IS,Energy,10.766635,2023-05-11,5.17,5.17,-10.63,31.83,1.0
TUPRS.IS,Energy,10.766635,2023-08-21,7.02,7.02,-11.24,77.7,1.98
TUPRS.IS,Energy,10.766635,2023-08-28,1.57,1.57,-4.09,72.62,0.97
SAHOL.IS,Financial Services,3.9739883,2021-11-15,1.92,1.92,-3.34,95.14,0.5
SAHOL.IS,Financial Services,3.9739883,2022-04-11,8.83,8.83,-3.3,74.88,2.16
SAHOL.IS,Financial Services,3.9739883,2022-10-17,9.83,10.54,-0.26,60.67,0.76
SAHOL.IS,Financial Services,3.9739883,2023-02-15,7.35,9.16,-3.87,25.06,0.0
SAHOL.IS,Financial Services,3.9739883,2025-06-30,5.63,5.63,-1.84,53.17,1.11
HEKTS.IS,Basic Materials,N/A,2021-04-30,24.51,24.51,-1.95,48.98,1.88
HEKTS.IS,Basic Materials,N/A,2021-11-24,27.43,37.69,-0.65,69.78,2.41
HEKTS.IS,Basic Materials,N/A,2021-11-30,8.84,19.38,-0.31,91.18,1.33
HEKTS.IS,Basic Materials,N/A,2021-12-08,4.34,11.38,-2.37,92.06,0.59
HEKTS.IS,Basic Materials,N/A,2021-12-24,12.78,16.13,1.0,44.94,0.58
HEKTS.IS,Basic Materials,N/A,2022-03-22,8.71,8.71,-1.04,84.75,1.21
HEKTS.IS,Basic Materials,N/A,2022-07-19,4.98,7.1,-2.55,33.33,0.57
HEKTS.IS,Basic Materials,N/A,2022-09-23,21.44,36.76,-0.4,62.83,1.26
HEKTS.IS,Basic Materials,N/A,2022-10-12,31.91,32.34,0.85,77.19,0.6
HEKTS.IS,Basic Materials,N/A,2022-11-08,42.07,56.4,1.59,54.85,0.74
HEKTS.IS,Basic Materials,N/A,2022-11-14,21.05,21.05,-11.75,82.15,0.85
HEKTS.IS,Basic Materials,N/A,2022-11-15,10.09,10.09,-27.77,90.44,0.73
HEKTS.IS,Basic Materials,N/A,2022-11-16,0.1,0.1,-34.32,91.93,1.19
HEKTS.IS,Basic Materials,N/A,2022-11-22,6.95,6.95,-23.43,60.69,0.15
HEKTS.IS,Basic Materials,N/A,2023-02-15,26.47,26.47,2.29,16.63,0.0
HEKTS.IS,Basic Materials,N/A,2023-02-16,14.97,14.97,-3.74,34.71,0.8
HEKTS.IS,Basic Materials,N/A,2023-02-20,1.84,1.84,-13.68,50.56,3.12
HEKTS.IS,Basic Materials,N/A,2023-04-10,8.57,8.57,-2.83,38.46,0.58
HEKTS.IS,Basic Materials,N/A,2023-06-05,5.86,5.86,-4.2,73.22,1.61
HEKTS.IS,Basic Materials,N/A,2023-06-15,4.08,4.53,-10.52,65.15,0.75
HEKTS.IS,Basic Materials,N/A,2024-02-15,8.52,8.52,-3.52,79.68,1.61
HEKTS.IS,Basic Materials,N/A,2024-04-05,3.68,3.68,-5.86,22.47,0.46
HEKTS.IS,Basic Materials,N/A,2024-09-13,7.85,11.78,-8.67,12.5,1.95
HEKTS.IS,Basic Materials,N/A,2024-09-20,5.95,5.95,-5.95,12.67,3.04
HEKTS.IS,Basic Materials,N/A,2025-10-23,6.01,6.01,-5.74,37.18,0.58
SASA.IS,Consumer Cyclical,N/A,2021-03-09,17.76,17.76,0.47,45.79,
SASA.IS,Consumer Cyclical,N/A,2021-03-10,7.06,7.06,-8.65,45.35,
SASA.IS,Consumer Cyclical,N/A,2021-03-23,12.28,12.28,0.14,52.41,0.77
SASA.IS,Consumer Cyclical,N/A,2021-04-14,4.6,10.41,-10.53,27.57,0.57
SASA.IS,Consumer Cyclical,N/A,2021-06-01,7.26,7.26,-3.36,29.01,0.85
SASA.IS,Consumer Cyclical,N/A,2021-07-14,4.69,4.69,-6.61,37.26,3.58
SASA.IS,Consumer Cyclical,N/A,2021-11-24,22.11,23.88,-0.99,82.44,1.99
SASA.IS,Consumer Cyclical,N/A,2021-12-24,17.12,18.91,2.23,45.24,0.87
SASA.IS,Consumer Cyclical,N/A,2022-02-25,7.99,26.13,-0.99,30.48,0.91
SASA.IS,Consumer Cyclical,N/A,2022-03-09,4.66,4.66,-6.9,57.73,1.69
SASA.IS,Consumer Cyclical,N/A,2022-10-04,15.5,15.5,2.81,79.6,1.46
SASA.IS,Consumer Cyclical,N/A,2022-10-31,24.88,28.54,0.5,78.0,0.38
SASA.IS,Consumer Cyclical,N/A,2022-11-15,11.43,11.43,-27.52,84.96,0.57
SASA.IS,Consumer Cyclical,N/A,2022-11-22,7.03,7.03,-21.55,51.77,0.13
SASA.IS,Consumer Cyclical,N/A,2022-12-12,-1.6,1.84,-12.06,39.4,0.44
SASA.IS,Consumer Cyclical,N/A,2023-01-12,10.72,10.72,0.0,28.05,1.26
SASA.IS,Consumer Cyclical,N/A,2023-02-15,18.42,18.42,3.74,21.27,0.0
SASA.IS,Consumer Cyclical,N/A,2023-02-16,7.71,7.71,-9.05,37.76,0.74
SASA.IS,Consumer Cyclical,N/A,2023-05-23,10.4,36.4,-3.36,57.91,1.91
SASA.IS,Consumer Cyclical,N/A,2023-06-05,9.72,9.72,-1.88,81.32,1.58
SASA.IS,Consumer Cyclical,N/A,2023-09-26,0.89,0.89,-5.97,22.61,1.02
SASA.IS,Consumer Cyclical,N/A,2023-10-23,8.15,8.15,-7.88,15.7,0.97
SASA.IS,Consumer Cyclical,N/A,2024-02-15,5.8,5.8,-7.02,65.67,0.82
SASA.IS,Consumer Cyclical,N/A,2024-03-28,5.95,5.95,-12.09,52.67,0.79
SASA.IS,Consumer Cyclical,N/A,2025-08-15,22.56,45.13,-0.26,77.92,0.16
SASA.IS,Consumer Cyclical,N/A,2025-08-18,22.38,31.93,-9.32,84.68,0.97
SASA.IS,Consumer Cyclical,N/A,2025-08-21,30.11,30.11,2.53,74.14,2.15
SASA.IS,Consumer Cyclical,N/A,2025-08-22,18.41,18.41,-3.97,78.87,0.0
SASA.IS,Consumer Cyclical,N/A,2025-08-25,7.81,7.81,-13.33,82.0,0.0
SASA.IS,Consumer Cyclical,N/A,2025-09-15,9.09,9.09,0.25,2.86,2.61
PETKM.IS,Basic Materials,4.5956936,2022-08-26,11.3,21.83,1.91,82.52,1.29
PETKM.IS,Basic Materials,4.5956936,2022-10-05,3.83,3.83,-3.15,42.59,0.86
PETKM.IS,Basic Materials,4.5956936,2022-12-19,5.99,5.99,-3.88,48.77,0.27
PETKM.IS,Basic Materials,4.5956936,2023-02-15,14.98,14.98,-3.16,18.15,0.0
PETKM.IS,Basic Materials,4.5956936,2023-08-11,8.99,8.99,-1.11,58.24,1.08
TOASO.IS,Consumer Cyclical,10.42258,2021-12-24,10.2,25.16,-3.35,19.43,0.72
TOASO.IS,Consumer Cyclical,10.42258,2022-10-24,3.55,3.55,-8.33,52.22,0.69
TOASO.IS,Consumer Cyclical,10.42258,2022-12-29,5.16,5.16,-3.54,74.42,2.49
TOASO.IS,Consumer Cyclical,10.42258,2023-02-15,7.01,16.09,-4.18,24.6,0.0
TOASO.IS,Consumer Cyclical,10.42258,2023-05-11,6.48,6.48,-9.77,27.54,0.83
TOASO.IS,Consumer Cyclical,10.42258,2023-07-31,4.83,4.83,-3.77,61.7,1.45
TOASO.IS,Consumer Cyclical,10.42258,2025-04-17,25.38,25.38,3.01,31.08,0.72
TOASO.IS,Consumer Cyclical,10.42258,2025-04-21,7.42,7.42,-4.48,62.55,2.47
FROTO.IS,Consumer Cyclical,0.6926972,2021-03-01,5.82,5.82,-9.24,,
FROTO.IS,Consumer Cyclical,0.6926972,2021-03-16,19.77,19.77,-11.18,47.38,1.5
FROTO.IS,Consumer Cyclical,0.6926972,2021-03-17,8.9,8.9,-19.24,65.89,2.13
FROTO.IS,Consumer Cyclical,0.6926972,2021-10-13,2.14,9.57,-7.09,48.96,1.92
FROTO.IS,Consumer Cyclical,0.6926972,2022-03-14,15.96,20.36,-1.3,38.34,1.17
FROTO.IS,Consumer Cyclical,0.6926972,2023-02-15,9.34,9.34,-1.22,38.54,0.0
FROTO.IS,Consumer Cyclical,0.6926972,2023-05-11,2.5,2.5,-10.41,23.3,0.64
ARCLK.IS,Consumer Cyclical,8.514915,2022-05-25,10.01,13.44,2.69,53.01,0.93
ARCLK.IS,Consumer Cyclical,8.514915,2022-12-19,3.98,16.6,-2.85,55.58,0.24
ARCLK.IS,Consumer Cyclical,8.514915,2022-12-29,12.78,12.78,-3.89,70.37,0.98
ARCLK.IS,Consumer Cyclical,8.514915,2023-01-17,7.65,7.65,-3.13,47.85,1.52
ARCLK.IS,Consumer Cyclical,8.514915,2023-02-15,19.85,19.85,-1.92,17.93,0.0
TTKOM.IS,Communication Services,9.389417,2021-12-20,9.35,9.35,-15.03,53.65,2.53
TTKOM.IS,Communication Services,9.389417,2022-11-24,6.02,10.11,-1.52,74.18,0.95
TTKOM.IS,Communication Services,9.389417,2022-12-12,12.96,12.96,-3.54,75.67,0.73
TTKOM.IS,Communication Services,9.389417,2022-12-15,4.1,8.3,-4.2,68.77,2.28
TTKOM.IS,Communication Services,9.389417,2022-12-29,19.38,19.38,-0.17,73.16,1.24
TTKOM.IS,Communication Services,9.389417,2023-02-15,8.33,8.33,-12.5,24.46,0.0
TTKOM.IS,Communication Services,9.389417,2023-06-09,7.23,7.23,-6.41,86.4,0.78
TTKOM.IS,Communication Services,9.389417,2024-04-19,4.55,5.77,-2.45,67.6,1.58
TTKOM.IS,Communication Services,9.389417,2025-11-05,5.0,5.0,-1.82,52.84,1.03
TCELL.IS,Communication Services,9.880383,2022-12-12,7.36,7.36,-4.49,53.32,0.64
TCELL.IS,Communication Services,9.880383,2023-02-15,8.33,8.33,-12.57,31.76,0.0
TCELL.IS,Communication Services,9.880383,2023-08-21,10.2,10.2,-2.11,50.0,1.3
HALKB.IS,Financial Services,10.762332,2022-05-25,5.48,7.77,-2.3,40.0,1.14
HALKB.IS,Financial Services,10.762332,2022-08-25,44.38,112.02,3.08,70.59,1.35
HALKB.IS,Financial Services,10.762332,2022-08-26,38.43,112.2,-1.82,75.51,2.27
HALKB.IS,Financial Services,10.762332,2022-08-29,38.39,112.24,1.02,80.26,2.11
HALKB.IS,Financial Services,10.762332,2022-08-31,37.12,93.04,-6.26,85.37,3.48
HALKB.IS,Financial Services,10.762332,2022-09-05,53.29,68.59,2.23,86.44,2.68
HALKB.IS,Financial Services,10.762332,2022-09-06,53.36,53.36,1.84,89.71,0.87
HALKB.IS,Financial Services,10.762332,2022-09-08,33.01,33.01,-11.75,91.35,1.38
HALKB.IS,Financial Services,10.762332,2022-09-09,20.93,20.93,-27.76,93.46,1.09
HALKB.IS,Financial Services,10.762332,2022-09-12,9.98,9.98,-40.85,96.11,0.43
HALKB.IS,Financial Services,10.762332,2022-10-03,9.65,9.65,-6.78,2.45,0.41
HALKB.IS,Financial Services,10.762332,2022-10-17,16.98,16.98,-3.65,42.25,0.42
HALKB.IS,Financial Services,10.762332,2022-10-19,9.15,9.15,-2.58,57.97,1.37
HALKB.IS,Financial Services,10.762332,2022-11-16,5.84,5.84,-9.92,73.44,1.25
HALKB.IS,Financial Services,10.762332,2022-12-12,37.61,37.61,-3.08,60.67,0.81
HALKB.IS,Financial Services,10.762332,2022-12-15,20.93,20.93,0.15,68.52,1.94
HALKB.IS,Financial Services,10.762332,2022-12-19,-0.51,-0.51,-13.28,78.99,0.71
HALKB.IS,Financial Services,10.762332,2023-01-16,8.84,8.84,-3.2,25.08,0.49
HALKB.IS,Financial Services,10.762332,2023-02-15,17.81,18.12,1.21,22.08,0.0
HALKB.IS,Financial Services,10.762332,2023-04-19,7.57,7.57,-12.83,63.9,0.67
HALKB.IS,Financial Services,10.762332,2023-05-11,8.38,12.62,-3.35,37.8,0.9
HALKB.IS,Financial Services,10.762332,2024-01-09,0.58,0.58,-7.83,44.44,2.23
HALKB.IS,Financial Services,10.762332,2024-04-08,1.63,1.63,-15.35,66.51,2.09
