Ticker,Sector,PE,Date,Max_Gain_5D,Max_Gain_10D,Max_DD_5D,RSI_Entry,Vol_Ratio_Entry
ASTOR.IS,Industrials,19.011566,2023-03-17,4.01,4.01,-16.26,83.83,1.15
ASTOR.IS,Industrials,19.011566,2023-05-04,7.04,15.93,-11.06,14.55,1.17
ASTOR.IS,Industrials,19.011566,2023-05-16,12.24,14.78,0.85,35.36,1.33
ASTOR.IS,Industrials,19.011566,2023-05-17,2.12,9.63,-8.25,47.92,1.66
ASTOR.IS,Industrials,19.011566,2023-06-27,27.54,29.5,-0.08,65.39,1.62
ASTOR.IS,Industrials,19.011566,2023-07-06,10.53,15.22,-0.32,81.1,1.24
ASTOR.IS,Industrials,19.011566,2023-07-20,26.09,34.34,1.78,78.67,1.2
ASTOR.IS,Industrials,19.011566,2023-07-24,6.0,12.93,-12.0,82.2,1.8
ASTOR.IS,Industrials,19.011566,2023-07-31,8.17,27.65,-4.04,69.52,0.75
ASTOR.IS,Industrials,19.011566,2023-08-25,20.73,20.73,2.23,51.25,0.78
ASTOR.IS,Industrials,19.011566,2023-10-27,5.99,5.99,-7.88,37.81,1.02
ASTOR.IS,Industrials,19.011566,2024-01-02,6.65,6.65,-4.97,35.66,0.89
CWENE.IS,Technology,N/A,2023-07-20,20.58,47.81,-0.75,84.93,0.97
CWENE.IS,Technology,N/A,2023-07-24,3.77,27.92,-13.76,91.33,1.5
CWENE.IS,Technology,N/A,2023-07-31,24.43,33.45,-2.55,71.63,0.64
CWENE.IS,Technology,N/A,2023-08-08,8.28,8.28,-5.56,75.08,0.9
CWENE.IS,Technology,N/A,2023-09-04,7.97,7.97,-9.87,48.09,0.75
CWENE.IS,Technology,N/A,2023-11-06,-0.0,-0.0,-10.52,39.16,0.6
CWENE.IS,Technology,N/A,2024-07-22,19.54,19.54,2.75,50.0,1.17
CWENE.IS,Technology,N/A,2024-07-23,8.75,8.75,-6.88,70.87,2.65
CWENE.IS,Technology,N/A,2024-08-19,3.54,3.54,-7.66,27.45,0.52
CWENE.IS,Technology,N/A,2024-10-22,13.49,13.49,-2.23,33.94,0.64
CWENE.IS,Technology,N/A,2025-07-03,8.84,9.95,-2.22,48.62,1.12
CWENE.IS,Technology,N/A,2025-09-17,21.64,26.32,3.69,42.66,1.06
CWENE.IS,Technology,N/A,2025-09-18,10.61,19.67,-4.9,59.34,1.96
CWENE.IS,Technology,N/A,2025-09-22,2.95,15.99,-9.76,65.91,4.68
CWENE.IS,Technology,N/A,2025-10-06,7.33,7.33,-7.98,79.46,0.62
CWENE.IS,Technology,N/A,2025-11-20,2.57,9.22,-8.39,54.76,0.71
CWENE.IS,Technology,N/A,2026-01-29,2.68,2.68,-10.72,84.53,1.12
ALFAS.IS,Technology,N/A,2022-11-30,39.84,103.79,4.63,,
ALFAS.IS,Technology,N/A,2022-12-01,31.75,88.36,-4.86,,
ALFAS.IS,Technology,N/A,2022-12-02,28.66,71.24,-10.18,,
ALFAS.IS,Technology,N/A,2022-12-05,26.6,55.69,-18.34,,
ALFAS.IS,Technology,N/A,2022-12-07,54.7,57.25,-4.74,87.66,
ALFAS.IS,Technology,N/A,2022-12-12,22.98,24.15,-7.38,89.65,
ALFAS.IS,Technology,N/A,2022-12-13,11.81,12.88,-15.8,90.41,
ALFAS.IS,Technology,N/A,2022-12-20,18.93,18.93,-8.27,70.27,0.8
ALFAS.IS,Technology,N/A,2022-12-21,8.14,8.14,-18.89,71.43,0.71
ALFAS.IS,Technology,N/A,2022-12-28,3.33,3.33,-12.49,58.62,0.68
ALFAS.IS,Technology,N/A,2023-01-17,6.68,6.68,-12.38,38.82,2.34
ALFAS.IS,Technology,N/A,2023-02-03,7.71,7.71,-14.32,31.15,1.22
ALFAS.IS,Technology,N/A,2023-02-15,8.79,17.11,-17.97,20.34,0.0
ALFAS.IS,Technology,N/A,2023-02-28,20.49,44.77,3.34,50.88,1.0
ALFAS.IS,Technology,N/A,2023-03-01,9.56,31.64,-3.49,58.6,0.23
ALFAS.IS,Technology,N/A,2023-03-13,28.39,40.35,2.13,75.52,2.15
ALFAS.IS,Technology,N/A,2023-03-16,17.3,22.94,-8.56,84.63,1.6
ALFAS.IS,Technology,N/A,2023-03-17,11.77,11.77,-16.87,90.76,1.58
ALFAS.IS,Technology,N/A,2023-04-05,17.77,17.77,3.07,46.74,0.59
ALFAS.IS,Technology,N/A,2023-04-06,7.07,7.07,-8.06,46.41,0.74
ALFAS.IS,Technology,N/A,2023-04-26,7.48,7.48,-10.32,56.89,0.56
ALFAS.IS,Technology,N/A,2023-05-11,33.62,33.62,0.82,28.47,0.92
ALFAS.IS,Technology,N/A,2023-05-25,9.73,22.69,-2.13,45.66,0.84
ALFAS.IS,Technology,N/A,2023-06-07,19.52,24.31,-2.03,50.35,0.6
ALFAS.IS,Technology,N/A,2023-06-12,12.95,12.95,-2.9,69.75,0.87
ALFAS.IS,Technology,N/A,2023-07-10,21.68,54.62,0.16,61.9,1.43
ALFAS.IS,Technology,N/A,2023-07-11,16.62,46.19,-3.81,67.65,1.14
ALFAS.IS,Technology,N/A,2023-07-24,9.68,17.77,-10.45,90.46,1.03
ALFAS.IS,Technology,N/A,2023-07-31,7.37,7.37,-7.31,82.03,0.59
ALFAS.IS,Technology,N/A,2023-08-23,41.04,65.93,-5.71,33.9,0.68
ALFAS.IS,Technology,N/A,2023-08-25,56.45,56.45,3.65,42.82,1.35
ALFAS.IS,Technology,N/A,2023-08-28,42.23,42.23,3.33,56.11,0.8
ALFAS.IS,Technology,N/A,2023-08-29,29.38,29.38,3.5,61.48,0.5
ALFAS.IS,Technology,N/A,2023-08-31,17.65,17.65,-0.28,67.71,0.83
ALFAS.IS,Technology,N/A,2023-09-01,6.99,6.99,-13.15,76.31,0.36
ALFAS.IS,Technology,N/A,2023-09-12,8.83,10.55,-9.89,68.23,0.9
ALFAS.IS,Technology,N/A,2023-09-19,8.53,8.53,-3.26,59.44,0.47
ALFAS.IS,Technology,N/A,2023-10-17,4.32,5.29,-12.0,23.52,0.66
ALFAS.IS,Technology,N/A,2023-10-24,3.06,3.06,-12.55,35.61,0.93
ALFAS.IS,Technology,N/A,2023-12-07,7.68,7.68,-10.41,20.41,0.77
ALFAS.IS,Technology,N/A,2023-12-21,-2.74,-2.74,-19.62,31.92,0.55
ALFAS.IS,Technology,N/A,2024-01-29,5.32,19.55,-5.42,64.09,1.26
ALFAS.IS,Technology,N/A,2024-03-29,7.12,7.12,-8.46,28.78,0.73
ALFAS.IS,Technology,N/A,2024-07-11,7.75,7.75,-10.9,52.88,1.15
ALFAS.IS,Technology,N/A,2024-10-22,9.94,9.94,-1.54,26.33,0.72
ALFAS.IS,Technology,N/A,2024-12-09,13.19,15.31,-1.77,27.81,0.85
ALFAS.IS,Technology,N/A,2025-11-17,4.74,4.74,-10.39,54.64,2.53
BRYAT.IS,Basic Materials,N/A,2021-03-01,4.61,4.61,-11.41,,
BRYAT.IS,Basic Materials,N/A,2021-03-30,9.69,9.69,-6.79,29.62,0.47
BRYAT.IS,Basic Materials,N/A,2021-04-29,10.84,11.69,-5.01,25.47,0.4
BRYAT.IS,Basic Materials,N/A,2021-07-14,9.29,9.29,-3.58,33.62,0.9
BRYAT.IS,Basic Materials,N/A,2021-08-09,14.48,26.0,-2.74,68.68,1.85
BRYAT.IS,Basic Materials,N/A,2021-08-16,10.06,22.0,-6.25,78.18,0.82
BRYAT.IS,Basic Materials,N/A,2021-08-23,10.85,10.85,-1.31,72.85,0.93
BRYAT.IS,Basic Materials,N/A,2022-09-12,23.27,41.63,1.01,62.14,1.64
BRYAT.IS,Basic Materials,N/A,2022-09-14,21.86,26.37,-0.04,74.52,2.95
BRYAT.IS,Basic Materials,N/A,2022-09-20,11.42,11.42,-11.37,86.82,0.97
BRYAT.IS,Basic Materials,N/A,2022-10-19,7.28,11.87,-3.33,67.63,0.85
BRYAT.IS,Basic Materials,N/A,2022-10-26,4.28,9.11,-8.12,72.77,1.04
BRYAT.IS,Basic Materials,N/A,2022-11-11,8.75,14.5,-8.08,66.85,1.25
BRYAT.IS,Basic Materials,N/A,2022-12-09,22.44,22.44,0.15,56.39,0.48
BRYAT.IS,Basic Materials,N/A,2022-12-14,6.59,6.59,-8.25,67.03,0.78
BRYAT.IS,Basic Materials,N/A,2023-02-15,7.11,7.4,-9.44,12.82,0.0
BRYAT.IS,Basic Materials,N/A,2023-03-22,9.26,9.26,-8.39,23.19,0.78
BRYAT.IS,Basic Materials,N/A,2023-05-09,8.63,8.63,-10.32,43.86,0.54
BRYAT.IS,Basic Materials,N/A,2023-06-26,32.56,33.4,1.72,62.73,1.66
BRYAT.IS,Basic Materials,N/A,2023-06-27,20.51,21.28,0.92,74.66,1.52
BRYAT.IS,Basic Materials,N/A,2023-07-03,9.56,17.17,-8.25,78.46,0.75
BRYAT.IS,Basic Materials,N/A,2023-07-10,13.92,24.86,-7.91,76.62,0.79
BRYAT.IS,Basic Materials,N/A,2023-07-14,20.12,30.07,1.95,75.09,0.62
BRYAT.IS,Basic Materials,N/A,2023-07-25,6.12,6.12,-4.77,65.98,1.02
BRYAT.IS,Basic Materials,N/A,2023-09-01,33.09,33.09,4.87,55.92,0.88
BRYAT.IS,Basic Materials,N/A,2023-09-04,21.0,21.0,-8.96,61.78,1.45
BRYAT.IS,Basic Materials,N/A,2023-09-05,10.0,10.0,-17.23,72.39,0.16
BRYAT.IS,Basic Materials,N/A,2023-09-14,10.74,10.74,-7.16,55.72,0.65
BRYAT.IS,Basic Materials,N/A,2023-10-02,9.96,18.93,-4.69,49.2,0.43
BRYAT.IS,Basic Materials,N/A,2023-10-17,-0.89,-0.54,-11.21,55.36,0.94
BRYAT.IS,Basic Materials,N/A,2023-12-08,13.78,13.78,-3.02,63.18,1.49
BRYAT.IS,Basic Materials,N/A,2023-12-26,10.14,10.14,-4.61,37.25,0.41
BRYAT.IS,Basic Materials,N/A,2024-02-08,18.26,29.4,-3.43,68.5,0.88
BRYAT.IS,Basic Materials,N/A,2024-02-29,8.5,8.5,-10.01,80.58,1.28
BRYAT.IS,Basic Materials,N/A,2024-09-02,19.48,23.57,2.69,39.08,1.42
BRYAT.IS,Basic Materials,N/A,2024-09-03,12.37,12.37,-6.62,55.54,1.45
BRYAT.IS,Basic Materials,N/A,2025-04-24,20.36,20.36,1.3,32.55,0.71
BRYAT.IS,Basic Materials,N/A,2025-04-25,9.44,9.44,-9.21,48.97,1.66
BRYAT.IS,Basic Materials,N/A,2025-07-24,3.75,10.73,-6.41,54.2,1.1
BRYAT.IS,Basic Materials,N/A,2025-08-26,5.36,5.36,-13.08,74.0,2.26
BRYAT.IS,Basic Materials,N/A,2025-08-28,4.9,4.9,-13.46,63.2,1.69
BRYAT.IS,Basic Materials,N/A,2025-10-24,15.18,22.25,-5.43,26.87,0.65
BRYAT.IS,Basic Materials,N/A,2025-10-30,10.51,17.3,0.95,46.09,0.44
QUAGR.IS,Industrials,N/A,2021-12-01,4.92,8.11,-5.06,71.25,1.28
QUAGR.IS,Industrials,N/A,2022-05-09,15.12,15.12,-1.67,88.01,0.88
QUAGR.IS,Industrials,N/A,2022-06-07,5.72,5.72,-6.26,61.29,0.39
QUAGR.IS,Industrials,N/A,2022-08-31,0.58,0.58,-7.26,34.53,2.77
QUAGR.IS,Industrials,N/A,2022-12-01,10.94,18.13,-3.83,54.23,2.03
QUAGR.IS,Industrials,N/A,2023-02-15,13.55,15.37,-6.13,26.04,0.0
QUAGR.IS,Industrials,N/A,2023-11-15,2.4,2.4,-6.73,55.94,0.58
QUAGR.IS,Industrials,N/A,2024-01-25,9.05,9.05,-6.96,22.22,0.72
QUAGR.IS,Industrials,N/A,2024-02-14,7.56,7.56,-3.46,60.74,0.88
QUAGR.IS,Industrials,N/A,2025-10-09,7.5,7.5,-11.0,14.48,0.21
QUAGR.IS,Industrials,N/A,2025-12-01,5.16,5.16,-7.07,1.39,0.47
MIATK.IS,Technology,N/A,2021-12-13,20.07,20.07,-16.53,73.0,
MIATK.IS,Technology,N/A,2021-12-14,9.18,9.18,-24.37,74.19,
MIATK.IS,Technology,N/A,2021-12-27,9.87,12.07,-4.79,49.6,0.48
MIATK.IS,Technology,N/A,2022-03-21,2.45,5.6,-7.65,58.59,3.12
MIATK.IS,Technology,N/A,2022-08-05,3.61,3.61,-4.96,82.68,0.99
MIATK.IS,Technology,N/A,2022-10-12,9.98,20.14,-2.75,68.53,1.64
MIATK.IS,Technology,N/A,2022-10-24,3.79,34.13,-6.77,83.14,2.03
MIATK.IS,Technology,N/A,2022-11-02,31.2,108.58,2.91,58.8,1.06
MIATK.IS,Technology,N/A,2022-11-03,29.76,104.89,4.7,66.88,2.02
MIATK.IS,Technology,N/A,2022-11-04,29.77,86.29,-4.81,71.47,0.81
MIATK.IS,Technology,N/A,2022-11-09,60.76,90.58,3.31,71.15,0.98
MIATK.IS,Technology,N/A,2022-11-10,57.9,79.2,1.12,75.55,1.08
MIATK.IS,Technology,N/A,2022-11-11,43.56,62.93,0.83,80.97,0.32
MIATK.IS,Technology,N/A,2022-11-14,30.61,48.23,0.67,82.08,1.35
MIATK.IS,Technology,N/A,2022-11-15,18.79,34.82,-8.44,88.56,0.78
MIATK.IS,Technology,N/A,2022-11-16,18.55,22.59,-16.74,90.0,0.13
MIATK.IS,Technology,N/A,2022-11-21,25.04,25.04,-10.1,80.69,1.64
MIATK.IS,Technology,N/A,2022-11-22,13.71,13.71,-19.73,83.38,0.42
MIATK.IS,Technology,N/A,2022-11-23,3.41,3.41,-27.0,84.41,0.24
MIATK.IS,Technology,N/A,2023-01-09,7.84,7.84,-20.78,13.83,1.21
MIATK.IS,Technology,N/A,2023-01-24,-0.08,-0.08,-18.69,45.91,0.83
MIATK.IS,Technology,N/A,2023-03-13,14.46,14.46,-5.94,73.43,0.79
MIATK.IS,Technology,N/A,2023-03-15,8.4,8.4,-12.44,70.61,2.19
MIATK.IS,Technology,N/A,2023-07-24,20.04,20.04,-4.76,80.03,2.0
MIATK.IS,Technology,N/A,2023-07-27,9.39,30.1,-8.78,81.76,1.46
MIATK.IS,Technology,N/A,2023-08-08,19.27,19.27,0.56,75.14,0.85
MIATK.IS,Technology,N/A,2023-08-09,8.46,8.46,-6.64,77.95,0.99
MIATK.IS,Technology,N/A,2023-08-21,3.68,62.25,-8.03,61.79,0.43
MIATK.IS,Technology,N/A,2023-08-29,60.91,72.3,5.47,62.12,0.78
MIATK.IS,Technology,N/A,2023-08-31,56.65,63.3,1.23,63.04,0.31
MIATK.IS,Technology,N/A,2023-09-01,42.44,48.49,1.03,71.48,0.21
MIATK.IS,Technology,N/A,2023-09-04,29.53,41.74,-3.06,75.17,0.66
MIATK.IS,Technology,N/A,2023-09-05,17.78,41.77,-2.09,79.03,0.51
MIATK.IS,Technology,N/A,2023-09-06,7.07,41.77,-10.99,84.0,0.53
MIATK.IS,Technology,N/A,2023-09-13,39.45,82.17,-2.58,83.36,0.42
MIATK.IS,Technology,N/A,2023-09-18,58.06,58.06,3.56,84.92,0.63
MIATK.IS,Technology,N/A,2023-09-19,43.69,43.69,-0.05,86.64,0.77
MIATK.IS,Technology,N/A,2023-09-20,30.63,30.63,-9.14,87.56,0.67
MIATK.IS,Technology,N/A,2023-09-22,9.99,9.99,-27.81,88.95,1.28
MIATK.IS,Technology,N/A,2023-09-25,-0.08,-0.08,-34.37,89.75,0.82
MIATK.IS,Technology,N/A,2023-10-02,9.99,9.99,-4.85,58.33,0.96
MIATK.IS,Technology,N/A,2023-10-17,31.15,72.8,-3.06,24.82,0.34
MIATK.IS,Technology,N/A,2023-10-26,33.08,33.08,-0.45,52.18,0.92
MIATK.IS,Technology,N/A,2023-10-27,20.99,20.99,-9.5,58.74,8.18
MIATK.IS,Technology,N/A,2023-10-30,9.99,9.99,-19.66,67.35,6.73
MIATK.IS,Technology,N/A,2023-11-13,16.73,16.73,-13.56,53.45,0.47
MIATK.IS,Technology,N/A,2023-11-14,6.13,6.13,-26.72,54.7,0.09
MIATK.IS,Technology,N/A,2023-12-05,8.86,8.86,-11.66,16.05,1.02
MIATK.IS,Technology,N/A,2023-12-27,32.26,32.26,1.52,12.07,0.73
MIATK.IS,Technology,N/A,2023-12-28,20.26,20.26,1.09,25.55,0.42
MIATK.IS,Technology,N/A,2024-01-02,5.54,5.54,-11.34,43.95,1.25
MIATK.IS,Technology,N/A,2024-01-29,30.77,58.07,1.74,36.36,1.0
MIATK.IS,Technology,N/A,2024-01-30,30.68,43.71,-5.12,59.11,2.2
MIATK.IS,Technology,N/A,2024-02-05,20.88,25.91,-0.72,87.75,1.38
MIATK.IS,Technology,N/A,2024-02-06,9.97,25.98,-9.68,93.4,1.28
MIATK.IS,Technology,N/A,2024-02-19,23.16,34.82,3.12,78.92,0.91
MIATK.IS,Technology,N/A,2024-02-20,20.84,22.59,-4.79,80.05,0.56
MIATK.IS,Technology,N/A,2024-02-26,9.47,9.47,-10.44,76.07,1.29
MIATK.IS,Technology,N/A,2024-02-29,7.79,7.79,-14.81,71.14,0.85
MIATK.IS,Technology,N/A,2024-03-07,11.02,11.02,-9.27,60.57,0.74
MIATK.IS,Technology,N/A,2024-03-19,8.15,8.15,-11.87,36.82,0.31
MIATK.IS,Technology,N/A,2024-03-29,2.49,2.85,-11.49,27.39,0.71
MIATK.IS,Technology,N/A,2024-05-16,4.85,4.85,-7.62,32.23,1.34
MIATK.IS,Technology,N/A,2024-06-05,19.96,30.9,0.38,33.12,0.76
MIATK.IS,Technology,N/A,2024-06-06,9.08,19.2,-8.73,30.77,0.53
MIATK.IS,Technology,N/A,2025-03-05,20.57,24.0,1.33,35.77,1.64
MIATK.IS,Technology,N/A,2025-03-24,20.65,20.65,3.08,54.52,1.03
MIATK.IS,Technology,N/A,2025-03-25,9.68,9.68,-3.39,63.76,1.37
MIATK.IS,Technology,N/A,2025-07-23,9.96,9.96,-2.11,69.13,1.77
MIATK.IS,Technology,N/A,2025-11-17,1.63,1.63,-8.89,47.92,0.55
REEDR.IS,Technology,N/A,2023-11-06,33.18,41.3,-2.16,58.5,1.11
REEDR.IS,Technology,N/A,2023-11-09,24.65,28.34,1.23,75.06,2.07
REEDR.IS,Technology,N/A,2023-11-10,16.68,16.68,-7.97,89.69,2.15
REEDR.IS,Technology,N/A,2023-11-15,13.22,13.22,-6.29,78.66,2.92
REEDR.IS,Technology,N/A,2023-12-12,8.33,8.33,-10.43,18.9,0.3
REEDR.IS,Technology,N/A,2024-01-02,3.04,11.81,-8.95,44.2,0.61
REEDR.IS,Technology,N/A,2024-01-10,3.11,9.73,-11.75,40.91,1.49
REEDR.IS,Technology,N/A,2024-01-25,15.65,72.35,-0.62,47.3,1.0
REEDR.IS,Technology,N/A,2024-02-02,41.99,79.64,9.96,62.32,1.31
REEDR.IS,Technology,N/A,2024-02-05,33.66,63.38,7.72,74.25,1.75
REEDR.IS,Technology,N/A,2024-02-06,32.06,48.55,1.64,81.5,0.09
REEDR.IS,Technology,N/A,2024-02-07,24.88,35.08,-4.03,84.74,0.33
REEDR.IS,Technology,N/A,2024-02-12,22.23,45.03,-0.96,88.84,1.56
REEDR.IS,Technology,N/A,2024-02-14,8.17,41.11,-10.97,93.65,1.98
REEDR.IS,Technology,N/A,2024-02-21,42.07,53.77,-2.13,80.27,0.61
REEDR.IS,Technology,N/A,2024-02-23,25.27,30.86,-0.82,82.62,1.47
REEDR.IS,Technology,N/A,2024-02-26,19.01,19.01,-9.81,83.68,0.72
REEDR.IS,Technology,N/A,2024-02-29,14.88,14.88,-16.91,71.27,0.85
REEDR.IS,Technology,N/A,2024-03-01,4.47,4.47,-24.44,76.64,0.56
REEDR.IS,Technology,N/A,2024-03-07,6.8,6.8,-16.09,57.82,0.78
REEDR.IS,Technology,N/A,2024-04-22,1.68,1.68,-12.71,28.31,0.83
REEDR.IS,Technology,N/A,2024-05-16,17.26,17.26,-2.75,26.38,1.42
REEDR.IS,Technology,N/A,2024-05-21,6.18,6.18,-19.15,51.19,1.05
REEDR.IS,Technology,N/A,2024-06-05,15.79,15.79,-4.85,40.1,0.49
REEDR.IS,Technology,N/A,2024-06-10,10.0,10.0,-7.28,37.31,1.2
REEDR.IS,Technology,N/A,2024-07-09,1.06,7.07,-7.07,29.37,0.88
REEDR.IS,Technology,N/A,2024-08-13,9.98,9.98,-6.52,36.55,0.38
REEDR.IS,Technology,N/A,2024-10-15,5.27,5.27,-7.27,3.38,1.75
REEDR.IS,Technology,N/A,2024-11-01,0.74,0.74,-34.32,52.85,0.54
REEDR.IS,Technology,N/A,2025-03-06,11.62,11.62,-2.28,34.43,1.5
REEDR.IS,Technology,N/A,2025-03-25,19.43,19.43,-0.34,46.44,1.29
REEDR.IS,Technology,N/A,2025-03-26,8.65,8.65,-8.72,51.85,1.03
